178;Александровская;3
179;Бокситогорск;3
228;Барнаул;5
232;Бийск;5
233;Благовещенск;5
238;Горно-Алтайск;5
181;Будогощь;3
182;Вознесенье;3
183;Волосово;3
184;Волхов;3
185;Всеволожск;3
186;Выборг;3
187;Вырица;3
188;Высоцк;3
189;Гатчина;3
190;Дружная Горка;3
191;Дубровка;3
192;Ефимовский;3
193;Зеленогорск;3
194;Ивангород;3
195;Каменногорск;3
196;Кикерино;3
197;Кингисепп;3
198;Кириши;3
199;Кировск;3
201;Колпино;3
202;Коммунар;3
203;Кронштадт;3
204;Лисий Нос;3
205;Лодейное Поле;3
206;Ломоносов;3
207;Луга;3
208;Павловск;3
209;Парголово;3
210;Петродворец;3
211;Пикалёво;3
212;Подпорожье;3
213;Приозерск;3
214;Пушкин;3
215;Сестрорецк;3
216;Сланцы;3
217;Сосновый Бор;3
218;Тихвин;3
219;Тосно;3
220;Шлиссельбург;3
221;Адыгейск;4
222;Майкоп;4
223;Акташ;5
224;Акутиха;5
225;Алейск;5
227;Баево;5
229;Белово;5
230;Белокуриха;5
231;Белоярск;5
234;Боровлянка;5
235;Бурла;5
236;Бурсоль;5
237;Волчиха;5
239;Горняк;5
240;Ельцовка;5
241;Залесово;5
242;Заринск;5
243;Заток;5
244;Змеиногорск;5
246;Ключи;5
247;Кош-Агач;5
248;Красногорское;5
249;Краснощеково;5
250;Кулунда;5
251;Кытманово;5
252;Мамонтово;5
253;Новичиха;5
254;Новоалтайск;5
255;Онгудай;5
257;Петропавловское;5
258;Поспелиха;5
259;Ребриха;5
260;Родино;5
261;Рубцовск;5
262;Славгород;5
263;Смоленское;5
264;Солонешное;5
265;Солтон;5
266;Староаллейское;5
267;Табуны;5
268;Тальменка;5
269;Топчиха;5
313;Архангельск;7
343;Астрахань;8
271;Турочак;5
272;Тюменцево;5
273;Угловское;5
275;Усть-Кан;5
276;Усть-Кокса;5
277;Усть-Улаган;5
278;Усть-Чарышская Пристань;5
279;Хабары;5
280;Целинное;5
281;Чарышское;5
282;Шебалино;5
283;Шелаболиха;5
284;Шипуново;5
285;Айгунь;6
286;Архара;6
287;Белогорск;6
288;Благовещенск (Амурская обл.);6
289;Бурея;6
290;Возжаевка;6
291;Екатеринославка;6
292;Ерофей Павлович;6
293;Завитинск;6
294;Зея;6
295;Златоустовск;6
296;Ивановка;6
297;Коболдо;6
298;Магдагачи;6
299;Новобурейский;6
300;Поярково;6
301;Райчихинск;6
302;Ромны;6
304;Серышево;6
305;Сковородино;6
306;Стойба;6
307;Тамбовка;6
308;Тында;6
309;Шимановск;6
310;Экимчан;6
311;Ядрино;6
312;Амдерма;7
314;Березник;7
315;Вельск;7
316;Верхняя Тойма;7
317;Волошка;7
318;Вычегодский;7
319;Емца;7
320;Илеза;7
322;Каргополь;7
323;Карпогоры;7
324;Кодино;7
325;Коноша;7
326;Коряжма;7
327;Котлас;7
328;Красноборск;7
329;Лешуконское;7
330;Мезень;7
331;Мирный;7
332;Нарьян-Мар;7
333;Новодвинск;7
334;Няндома;7
335;Онега;7
336;Пинега;7
337;Плесецк;7
338;Северодвинск;7
339;Сольвычегодск;7
340;Холмогоры;7
341;Шенкурск;7
342;Яренск;7
344;Ахтубинск;8
345;Верхний Баскунчак;8
346;Володарский;8
347;Енотаевка;8
348;Икряное;8
349;Камызяк;8
350;Капустин Яр;8
351;Красный Яр;8
352;Лиман;8
354;Харабали;8
355;Черный Яр;8
356;Аксаково;9
357;Амзя;9
358;Аскино;9
359;Баймак;9
413;Белгород;10
434;Брянск;11
426;Старый Оскол;10
403;Стерлитамак;9
405;Уфа;9
361;Белебей;9
362;Белорецк;9
364;Бирск;9
366;Большеустьикинское;9
367;Бураево;9
368;Верхнеяркеево;9
369;Верхние Киги;9
370;Верхние Татышлы;9
371;Верхний Авзян;9
372;Давлеканово;9
373;Дуван;9
374;Дюртюли;9
375;Ермекеево;9
376;Ермолаево;9
377;Зилаир;9
378;Зирган;9
379;Иглино;9
380;Инзер;9
381;Исянгулово;9
382;Ишимбай;9
383;Кананикольское;9
384;Кандры;9
385;Караидель;9
387;Киргиз-Мияки;9
388;Красноусольский;9
389;Кумертау;9
390;Кушнаренково;9
391;Малояз;9
392;Мелеуз;9
393;Месягутово;9
394;Мраково;9
395;Нефтекамск;9
397;Раевский;9
398;Салават;9
399;Сибай;9
400;Старобалтачево;9
401;Старосубхангулово;9
402;Стерлибашево;9
404;Туймазы;9
406;Учалы;9
407;Федоровка;9
408;Чекмагуш;9
409;Чишмы;9
410;Шаран;9
411;Янаул;9
412;Алексеевка;10
414;Борисовка;10
415;Валуйки;10
417;Волоконовка;10
418;Грайворон;10
419;Губкин;10
420;Ивня;10
421;Короча;10
422;Красногвардейское;10
423;Новый Оскол;10
424;Ракитное;10
425;Ровеньки;10
427;Строитель;10
428;Чернянка;10
429;Шебекино;10
430;Алтухово;11
431;Белая Березка;11
432;Белые Берега;11
433;Большое Полпино;11
435;Бытошь;11
436;Выгоничи;11
437;Вышков;11
438;Гордеевка;11
440;Дятьково;11
441;Жирятино;11
442;Жуковка;11
443;Злынка;11
445;Карачев;11
446;Клетня;11
447;Климово;11
448;Клинцы;11
449;Кокаревка;11
505;Владимир;13
530;Волгоград;14
495;Улан-Удэ;12
451;Красная Гора;11
452;Локоть;11
453;Мглин;11
454;Навля;11
455;Новозыбков;11
456;Погар;11
457;Почеп;11
458;Ржаница;11
459;Рогнедино;11
460;Севск;11
461;Стародуб;11
462;Суземка;11
463;Сураж;11
464;Трубчевск;11
465;Унеча;11
466;Бабушкин;12
467;Багдарин;12
468;Баргузин;12
469;Баянгол;12
470;Бичура;12
471;Выдрино;12
472;Гусиное Озеро;12
474;Заиграево;12
475;Закаменск;12
476;Иволгинск;12
477;Илька;12
478;Кабанск;12
479;Каменск;12
480;Кижинга;12
481;Курумкан;12
482;Кырен;12
483;Кяхта;12
484;Монды;12
485;Мухоршибирь;12
486;Нижнеангарск;12
487;Орлик;12
488;Петропавловка;12
489;Романовка;12
490;Северобайкальск;12
491;Селенгинск;12
492;Сосново-Озерское;12
493;Таксимо;12
494;Турунтаево;12
496;Хоринск;12
497;Александров;13
498;Андреево;13
499;Анопино;13
500;Бавлены;13
501;Балакирево;13
502;Боголюбово;13
504;Вербовский;13
506;Вязники;13
507;Городищи;13
508;Гороховец;13
509;Гусевский;13
510;Гусь Хрустальный;13
511;Золотково;13
512;Иванищи;13
513;Камешково;13
514;Карабаново;13
515;Киржач;13
516;Ковров;13
517;Кольчугино;13
518;Красная Горбатка;13
519;Меленки;13
520;Муром;13
521;Петушки;13
522;Покров;13
523;Собинка;13
524;Судогда;13
525;Суздаль;13
526;Юрьев-Польский;13
527;Алексеевская;14
528;Алущевск;14
531;Волжский;14
532;Городище;14
533;Дубовка;14
534;Елань;14
536;Иловля;14
537;Калач-на-Дону;14
538;Камышин;14
539;Кириллов;14
567;Вологда;15
595;Воронеж;16
541;Котельниково;14
542;Котово;14
543;Кумылженская;14
544;Ленинск;14
545;Михайловка;14
655;Тлярата;17
546;Нехаевский;14
547;Николаевск;14
548;Новоаннинский;14
549;Новониколаевский;14
550;Ольховка;14
551;Палласовка;14
552;Рудня;14
553;Светлый Яр;14
554;Серафимович;14
555;Средняя Ахтуба;14
556;Сталинград;14
557;Старая Полтавка;14
558;Суровикино;14
559;Урюпинск;14
560;Фролово;14
562;Бабаево;15
563;Белозерск;15
564;Великий Устюг;15
565;Верховажье;15
566;Вожега;15
568;Вохтога;15
569;Вытегра;15
570;Грязовец;15
571;Кадников;15
572;Кадуй;15
573;Кичменгский Городок;15
574;Липин Бор;15
575;Никольск;15
576;Нюксеница;15
577;Сокол;15
578;Сямжа;15
579;Тарногский Городок;15
580;Тотьма;15
581;Устюжна;15
582;Харовск;15
583;Чагода;15
584;Череповец;15
585;Шексна;15
586;Шуйское;15
587;Анна;16
589;Богучар;16
590;Борисоглебск;16
591;Бутурлиновка;16
592;Верхний Мамон;16
593;Верхняя Хава;16
594;Воробьевка;16
596;Грибановский;16
597;Давыдовка;16
598;Елань-Коленовский;16
599;Калач;16
600;Кантемировка;16
601;Лиски;16
602;Нижнедевицк;16
603;Новая Усмань;16
604;Новохоперск;16
605;Ольховатка;16
606;Острогожск;16
608;Панино;16
610;Поворино;16
611;Подгоренский;16
612;Рамонь;16
613;Репьевка;16
614;Россошь;16
615;Семилуки;16
616;Таловая;16
617;Терновка;16
618;Хохольский;16
619;Эртиль;16
620;нововоронеж;16
621;Агвали;17
622;Акуша;17
623;Ахты;17
624;Ачису;17
625;Бабаюрт;17
626;Бежта;17
627;Ботлих;17
707;Братск;20
672;Иваново;19
719;Иркутск;20
629;Вачи;17
630;Гергебиль;17
631;Гуниб;17
632;Дагестанские Огни;17
633;Дербент;17
634;Дылым;17
635;Ершовка;17
636;Избербаш;17
637;Карабудахкент;17
638;Карата;17
639;Каспийск;17
640;Касумкент;17
641;Кизилюрт;17
642;Кизляр;17
643;Кочубей;17
644;Кумух;17
645;Курах;17
647;Маджалис;17
648;Махачкала;17
649;Мехельта;17
650;Новолакское;17
651;Рутул;17
652;Советское;17
653;Тарумовка;17
654;Терекли-Мектеб;17
656;Тпиг;17
657;Уркарах;17
658;Хасавюрт;17
659;Хив;17
660;Хунзах;17
661;Цуриб;17
662;Южно-Сухокумск;17
663;Биробиджан;18
664;Архиповка;19
665;Верхний Ландех;19
666;Вичуга;19
667;Гаврилов Посад;19
669;Дуляпино;19
670;Заволжск;19
671;Заречный;19
673;Иваньковский;19
674;Ильинское-Хованское;19
675;Каминский;19
676;Кинешма;19
677;Комсомольск;19
678;Кохма;19
679;Лух;19
680;Палех;19
681;Пестяки;19
682;Приволжск;19
683;Пучеж;19
685;Савино;19
686;Сокольское;19
687;Тейково;19
688;Фурманов;19
689;Шуя;19
690;Южа;19
691;Юрьевец;19
692;Алексеевск;20
693;Алзамай;20
694;Алыгжер;20
695;Ангарск;20
697;Атагай;20
698;Байкал;20
699;Байкальск;20
700;Балаганск;20
701;Баяндай;20
702;Бирюсинск;20
703;Бодайбо;20
704;Большая Речка;20
705;Большой Луг;20
706;Бохан;20
708;Видим;20
709;Витимский;20
710;Вихоревка;20
711;Еланцы;20
712;Ербогачен;20
714;Жигалово;20
715;Забитуй;20
716;Залари;20
717;Звездный;20
718;Зима;20
799;Калуга;24
800;Киров;24
721;Качуг;20
722;Квиток;20
723;Киренск;20
724;Куйтун;20
725;Култук;20
726;Кутулик;20
727;Мама;20
729;Оса;20
730;Саянск;20
731;Слюдянка;20
732;Тайшет;20
733;Тулун;20
734;Усолье-Сибирское;20
735;Усть-Илимск;20
736;Усть-Кут;20
737;Усть-Ордынский;20
738;Усть-Уда;20
739;Черемхово;20
740;Чунский;20
741;Шелехов;20
742;Баксан;21
743;Майский;21
744;Нальчик;21
745;Нарткала;21
746;Прохладный;21
748;Терек;21
749;Тырныауз;21
750;Чегем-Первый;21
751;Багратионовск;22
752;Балтийск;22
753;Гвардейск;22
754;Гурьевск;22
755;Гусев;22
758;Знаменск;22
759;Кёнигсберг;22
761;Кенисберг;22
763;Мамоново;22
764;Неман;22
765;Нестеров;22
766;Озерск;22
767;Полесск;22
768;Правдинск;22
769;Светлогорск;22
770;Светлый;22
771;Славск;22
772;Советск;22
773;Черняховск;22
774;Аршань;23
775;Каспийский;23
776;Комсомольский;23
777;Малые Дербеты;23
778;Приютное;23
781;Утта;23
782;Цаган-Аман;23
783;Элиста;23
784;Юста;23
785;Яшалта;23
787;Бабынино;24
788;Балабаново;24
789;Барятино;24
790;Белоусово;24
791;Бетлица;24
792;Боровск;24
793;Дугна;24
794;Дудоровский;24
795;Думиничи;24
796;Еленский;24
797;Жиздра;24
798;Износки;24
801;Козельск;24
802;Кондрово;24
803;Людиново;24
805;Медынь;24
806;Мещовск;24
807;Мосальск;24
808;Обнинск;24
809;Перемышль;24
810;Спас-Деменск;24
878;Кемерово;27
881;Ленинск-Кузнецкий;27
885;Новокузнецк;27
858;Петрозаводск;26
812;Таруса;24
813;Ульяново;24
814;Ферзиково;24
815;Хвастовичи;24
816;Юхнов;24
817;Атласово;25
818;Аянка;25
819;Большерецк;25
820;Вилючинск;25
821;Елизово;25
823;Каменское;25
824;Кировский;25
826;Крапивная;25
827;Мильково;25
828;Никольское;25
829;Озерновский;25
830;Оссора;25
831;Палана;25
832;Парень;25
833;Пахачи;25
834;Петропавловск-Камчатский;25
835;Тигиль;25
836;Тиличики;25
837;Усть-Большерецк;25
838;Усть-Камчатск;25
839;Амбарный;26
840;Беломорск;26
841;Валаам;26
842;Вирандозеро;26
843;Гирвас;26
844;Деревянка;26
845;Идель;26
848;Калевала;26
849;Кемь;26
850;Кестеньга;26
851;Кондопога;26
852;Костомукша;26
853;Лахденпохья;26
854;Лоухи;26
855;Медвежьегорск;26
856;Муезерский;26
857;Олонец;26
859;Питкяранта;26
860;Повенец;26
861;Пряжа;26
862;Пудож;26
863;Сегежа;26
864;Сортавала;26
865;Софпорог;26
866;Суоярви;26
867;Анжеро-Судженск;27
879;Киселевск;27
880;Крапивинский;27
882;Мариинск;27
883;Междуреченск;27
884;Мыски;27
886;Осинники;27
887;Прокопьевск;27
888;Промышленная;27
889;Тайга;27
890;Таштагол;27
891;Тисуль;27
892;Топки;27
893;Тяжинский;27
894;Юрга;27
895;Яшкино;27
896;Яя;27
897;Арбаж;28
898;Аркуль;28
899;Белая Холуница;28
900;Богородское;28
1648;Донецк;50
979;Кострома;30
963;Сыктывкар;29
903;Вятские Поляны;28
904;Зуевка;28
905;Каринторф;28
906;Кикнур;28
907;Кильмезь;28
909;Кирово-Чепецк;28
910;Кирс;28
911;Кобра;28
912;Котельнич;28
913;Кумены;28
914;Ленинское;28
915;Луза;28
916;Малмыж;28
917;Мураши;28
918;Нагорск;28
919;Нема;28
920;Нововятск;28
921;Нолинск;28
922;Омутнинск;28
923;Опарино;28
924;Оричи;28
925;Пижанка;28
926;Подосиновец;28
927;Санчурск;28
928;Свеча;28
931;Суна;28
932;Тужа;28
933;Уни;28
934;Уржум;28
935;Фаленки;28
936;Халтурин;28
937;Юрья;28
938;Яранск;28
939;Абезь;29
940;Айкино;29
941;Верхняя Инта;29
942;Визинга;29
943;Водный;29
944;Вожаель;29
945;Воркута;29
946;Вуктыл;29
947;Гешарт;29
948;Елецкий;29
949;Емва;29
950;Заполярный;29
951;Ижма;29
952;Инта;29
953;Ираель;29
955;Кажым;29
956;Кожым;29
957;Койгородок;29
958;Корткерос;29
959;Кослан;29
960;Объячево;29
961;Печора;29
962;Сосногорск;29
964;Троицко-Печерск;29
965;Усинск;29
966;Усогорск;29
967;Усть-Кулом;29
968;Усть-Цильма;29
969;Ухта;29
970;Антропово;30
971;Боговарово;30
972;Буй;30
973;Волгореченск;30
974;Галич;30
975;Горчуха;30
976;Зебляки;30
977;Кадый;30
980;Красное-на-Волге;30
981;Макарьев;30
982;Мантурово;30
983;Нерехта;30
984;Нея;30
985;Островское;30
986;Павино;30
987;Парфентьево;30
988;Поназырево;30
989;Солигалич;30
990;Судиславль;30
991;Сусанино;30
992;Чухлома;30
1050;Абакан;32
1021;Краснодар;31
1031;Новороссийск;31
1037;Сочи;31
994;Шемятино;30
995;Абинск;31
996;Абрау-Дюрсо;31
997;Анапа;31
998;Апшеронск;31
999;Армавир;31
1000;Архипо-Осиповка;31
1001;Афипский;31
1002;Ахтырский;31
1003;Ачуево;31
1004;Белореченск;31
1005;Верхнебаканский;31
1006;Выселки;31
1007;Геленджик;31
1008;Гиагинская;31
1010;Джубга;31
1011;Динская;31
1012;Ейск;31
1013;Ильский;31
1014;Кабардинка;31
1015;Калинино;31
1016;Калининская;31
1017;Каменномостский;31
1018;Каневская;31
1019;Кореновск;31
1020;Красноармейская;31
1022;Кропоткин;31
1023;Крыловская;31
1024;Крымск;31
1025;Курганинск;31
1026;Кущевская;31
1027;Лабинск;31
1028;Лениградская;31
1030;Мостовской;31
1032;Отрадная;31
1033;Павловская;31
1035;Северская;31
1036;Славянск-на-Кубани;31
1038;Староминская;31
1039;Старощербиновская;31
1040;Тбилисская;31
1041;Темрюк;31
1042;Тимашевск;31
1043;Тихорецк;31
1044;Туапсе;31
1045;Тульский;31
1046;Усть-Лабинск;31
1047;Шовгеновский;31
1048;Железногорск;32
1049;Абаза;32
1051;Абан;32
1052;Агинское;32
1053;Артемовск;32
1054;Аскиз;32
1055;Ачинск;32
1056;Байкит;32
1057;Балахта;32
1058;Балыкса;32
1059;Белый Яр;32
1060;Бельтырский;32
1061;Бея;32
1062;Бискамжа;32
1063;Боготол;32
1064;Боград;32
1066;Большая Мурта;32
1067;Большой Улуй;32
1069;Ванавара;32
1070;Верхнеимбатск;32
1071;Горячегорск;32
1072;Дзержинское;32
1073;Дивногорск;32
1074;Диксон;32
1075;Дудинка;32
1076;Емельяново;32
1077;Енисейск;32
1078;Ермаковское;32
1079;Заозерный;32
1081;Игарка;32
1094;Красноярск;32
1129;Курган;33
1155;Курск;34
1102;Норильск;32
1083;Иланский;32
1084;Ирбейское;32
1086;Канск;32
1087;Каратузское;32
1088;Караул;32
1089;Кежма;32
1090;Кодинск;32
1091;Козулька;32
1092;Копьево;32
1093;Краснотуранск;32
1095;Курагино;32
1096;Лесосибирск;32
1097;Минусинск;32
1098;Мотыгино;32
1099;Назарово;32
1100;Нижний Ингаш;32
1101;Новоселово;32
1104;Пировское;32
1105;Саяногорск;32
1106;Северо-Енисейский;32
1107;Сосновоборск;32
1108;Тасеево;32
1109;Таштып;32
1110;Тура;32
1111;Туруханск;32
1112;Тюхтет;32
1113;Ужур;32
1114;Усть-Авам;32
1115;Уяр;32
1116;Хатанга;32
1117;Черемушки;32
1118;Черногорск;32
1119;Шалинское;32
1120;Шарыпово;32
1121;Шира;32
1122;Шушенское;32
1123;Варгаши;33
1124;Глядянское;33
1125;Далматово;33
1126;Каргаполье;33
1127;Катайск;33
1128;Кетово;33
1131;Лебяжье;33
1132;Макушино;33
1133;Мишкино;33
1134;Мокроусово;33
1135;Петухово;33
1136;Половинное;33
1137;Сафакулево;33
1139;Шадринск;33
1140;Шатрово;33
1141;Шумиха;33
1142;Щучье;33
1143;Юргамыш;33
1144;Альменево;34
1145;Белая;34
1146;Большое Солдатское;34
1147;Глушково;34
1148;Горшечное;34
1151;Золотухино;34
1152;Касторное;34
1153;Конышевка;34
1154;Коренево;34
1156;Курчатов;34
1157;Кшенский;34
1158;Льгов;34
1160;Медвенка;34
1161;Обоянь;34
1162;Поныри;34
1163;Пристень;34
1164;Прямицыно;34
1165;Рыльск;34
1166;Суджа;34
1167;Тим;34
1168;Фатеж;34
1169;Хомутовка;34
1170;Черемисиново;34
1171;Щигры;34
1182;Липецк;35
1247;Саранск;38
1172;Грязи;35
1173;Данхов;35
1175;Долгоруково;35
1176;Елец;35
1177;Задонск;35
1178;Измалково;35
1179;Казинка;35
1180;Лебедянь;35
1181;Лев Толстой;35
1183;Тербуны;35
1184;Усмань;35
1185;Хлевное;35
1186;Чаплыгин;35
1187;Анадырь;36
1188;Атка;36
1189;Балыгычан;36
1190;Беринговский;36
1191;Билибино;36
1192;Большевик;36
1194;Иульитин;36
1195;Кадыкчан;36
1196;Лаврентия;36
1197;Магадан;36
1198;Мыс Шмидта;36
1199;Ола;36
1200;Омонск;36
1201;Омсукчан;36
1202;Палатка;36
1203;Певек;36
1204;Провидения;36
1205;Сеймчан;36
1206;Синегорье;36
1207;Сусуман;36
1208;Усть-Белая;36
1209;Усть-Омчуг;36
1210;Эвенск;36
1211;Эгвекинот;36
1212;Ягодное;36
1213;Волжск;37
1214;Дубовский;37
1215;Звенигово;37
1217;Килемары;37
1218;Козьмодемьянск;37
1219;Куженер;37
1220;Мари-Турек;37
1221;Медведево;37
1222;Морки;37
1223;Новый Торьял;37
1224;Оршанка;37
1225;Параньга;37
1226;Сернур;37
1227;Советский;37
1228;Юрино;37
1229;Ардатов;38
1230;Атюрьево;38
1231;Атяшево;38
1232;Большие Березники;38
1233;Большое Игнатово;38
1234;Выша;38
1235;Ельники;38
1236;Зубова Поляна;38
1237;Инсар;38
1238;Кадошкино;38
1239;Кемля;38
1240;Ковылкино;38
1242;Кочкурово;38
1243;Краснослободск;38
1244;Лямбирь;38
1245;Ромоданово;38
1246;Рузаевка;38
1248;Старое Шайгово;38
1249;Темников;38
1250;Теньгушево;38
1251;Торбеево;38
1252;Чамзинка;38
1253;Апатиты;39
1254;Африканда;39
1255;Верхнетуломский;39
1256;Заозерск;39
1258;Зареченск;39
1259;Зашеек;39
1260;Зеленоборский;39
1261;Кандалакша;39
1325;Нижний Новгород;40
1264;Ковдор;39
1265;Кола;39
1266;Конда;39
1267;Мончегорск;39
1269;Мурмаши;39
1270;Никель;39
1271;Оленегорск;39
1272;Полярные Зори;39
1273;Полярный;39
1274;Североморск;39
1275;Снежногорск;39
1276;Умба;39
1278;Арзамас;40
1279;Арья;40
1280;Балахна;40
1281;Богородск;40
1282;Большереченск;40
1283;Большое Болдино;40
1284;Большое Козино;40
1285;Большое Мурашкино;40
1286;Большое Пикино;40
1287;Бор;40
1288;Бутурлино;40
1289;Вад;40
1290;Варнавино;40
1292;Вахтан;40
1293;Вача;40
1294;Велетьма;40
1295;Ветлуга;40
1296;Виля;40
1297;Вознесенское;40
1298;Володарск;40
1299;Воротынец;40
1300;Ворсма;40
1301;Воскресенское;40
1302;Выездное;40
1303;Выкса;40
1304;Гагино;40
1305;Гидроторф;40
1306;Горбатов;40
1307;Горбатовка;40
1308;Городец;40
1309;Горький;40
1311;Дзержинск;40
1312;Дивеево;40
1313;Досчатое;40
1314;Заволжье;40
1315;Катунки;40
1316;Керженец;40
1317;Княгинино;40
1318;Ковернино;40
1319;Красные Баки;40
1320;Кстово;40
1321;Кулебаки;40
1322;Лукоянов;40
1323;Лысково;40
1324;Навашино;40
1326;Павлово;40
1327;Первомайск;40
1328;Перевоз;40
1329;Пильна;40
1330;Починки;40
1331;Саров;40
1332;Сергач;40
1333;Сеченово;40
1334;Сосновское;40
1335;Спасское;40
1336;Тонкино;40
1337;Тоншаево;40
1338;Уразовка;40
1339;Урень;40
1340;Чкаловск;40
1341;Шаранга;40
1342;Шатки;40
1343;Шахунья;40
1344;Анциферово;41
1346;Большая Вишера;41
1347;Боровичи;41
1348;Валдай;41
1349;Волот;41
1350;Деманск;41
1351;Зарубино;41
1352;Кресцы;41
1388;Новосибирск;42
1418;Омск;43
1354;Малая Вишера;41
1355;Марево;41
1356;Мошенское;41
1357;Новгород;41
1358;Окуловка;41
1359;Парфино;41
1360;Пестово;41
1361;Поддорье;41
1362;Сольцы;41
1363;Старая Русса;41
1364;Хвойное;41
1365;Холм;41
1366;Чудово;41
1367;Шимск;41
1369;Барабинск;42
1370;Бердск;42
1371;Биаза;42
1372;Болотное;42
1373;Венгерово;42
1374;Довольное;42
1375;Завьялово;42
1376;Искитим;42
1377;Карасук;42
1378;Каргат;42
1379;Колывань;42
1380;Краснозерское;42
1381;Крутиха;42
1382;Куйбышев;42
1383;Купино;42
1384;Кыштовка;42
1385;Маслянино;42
1387;Мошково;42
1389;Ордынское;42
1390;Северное;42
1391;Сузун;42
1392;Татарск;42
1393;Тогучин;42
1394;Убинское;42
1395;Усть-Тарка;42
1396;Чаны;42
1397;Черепаново;42
1398;Чистоозерное;42
1399;Чулым;42
1400;Береговой;43
1401;Большеречье;43
1402;Большие Уки;43
1403;Горьковское;43
1404;Знаменское;43
1405;Исилькуль;43
1406;Калачинск;43
1407;Колосовка;43
1408;Кормиловка;43
1409;Крутинка;43
1410;Любинский;43
1411;Марьяновка;43
1413;Называевск;43
1414;Нижняя Омка;43
1415;Нововаршавка;43
1416;Одесское;43
1417;Оконешниково;43
1419;Павлоградка;43
1420;Полтавка;43
1421;Русская Поляна;43
1422;Саргатское;43
1423;Седельниково;43
1424;Таврическое;43
1425;Тара;43
1426;Тевриз;43
1427;Тюкалинск;43
1428;Усть-Ишим;43
1429;Черлак;43
1430;Шербакуль;43
1431;Абдулино;44
1432;Адамовка;44
1434;Акбулак;44
1435;Аккермановка;44
1436;Асекеево;44
1437;Беляевка;44
1438;Бугуруслан;44
1439;Бузулук;44
1440;Гай;44
1441;Грачевка;44
1442;Домбаровский;44
1454;Оренбург;44
1517;Пенза;46
1486;Орел;45
1444;Илек;44
1445;Ириклинский;44
1446;Кувандык;44
1447;Курманаевка;44
1448;Матвеевка;44
1449;Медногорск;44
1450;Новоорск;44
